Placa;Renavam;Status;Nome Empresa;Nome Consórcio;Número Célula;Número Ordem;Cor;Tipo Veículo;Tipo Cadastro;Padrão Veículo;Tipo Pneu;Padrão Serviço;Número Chassi;Ano Chassi;Modelo Chassi;Modelo Carroceria;Ano Carroceria;Potência Motor;Localização Motor;Tipo Câmbio;Tipo Suspensão;Largura Porta Dianteira Esquerda;Largura Porta Dianteira Direita;Largura Porta Central Esquerda;Largura Porta Central Direita;Largura Porta Traseira Esquerda;Largura Porta Traseira Direita;Quantidade Assentos;Peso Veiculo;Capacidade Tanque1;Capacidade Tanque2;Largura Antes Roleta;Largura Apos Roleta;Comprimento Antes Roleta;Comprimento Apos Roleta;Largura Area Deficientes;Comprimento Area Deficientes;Quantidade Portas Esquerda;Quantidade Portas Direita;Quantidade de Elevador;Quantidade de Wifi;Quantidade de Ar condicionado;Quantidade de TV;Quantidade de GPS;Quantidade de Câmera;Quantidade de Validadores;Quantidade de Roleta eletronica;Quantidade de Suporte de bicicleta
HEE9487;00347848923;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69860;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T528BE400124;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;0;95;0;110;0;100;42;17000;210;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
QPW1172;01176633038;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38139;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB113970;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
HEE9479;00347847706;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69861;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T523BE400130;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;0;100;0;0;0;100;42;17000;210;0;60;65;100;822;80;120;0;2;1;0;0;0;0;3;1;1;0
QPX3267;01177688945;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38140;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB114092;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
QPX3304;01177220293;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38141;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB114100;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
HEE9484;00347851215;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69862;Branca;Pesado;Metropolitano;Padron;;Comercial;9BVT5T526BE400123;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;0;100;0;0;0;100;42;17000;210;;60;65;100;822;80;120;0;2;1;0;0;0;0;3;1;1;0
QPX3278;01177686934;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38142;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB114166;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;76;125;0;2;1;0;0;0;0;3;1;1;0
HGJ1176;00972538100;Baixado;RIT: 5 - Célula: 4 - S&M TRANSPORTES S/A (TURILESSA);LINHA VERDE;4;50086;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM3840788B582691;2008;Mbb of1722m;Marcopolo ciferal;2008;218;Dianteiro;Manual;Molas;0;95;0;96;0;95;41;16000;300;;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
QPX3295;01177684087;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38143;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB114198;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
HEE5995;00347850227;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69863;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T525BE400131;2011;Volvo b270f euro v;Mascarello gran via;2011;260;Dianteiro;Manual;Molas;0;110;0;0;0;110;42;17000;210;0;60;65;100;822;80;120;0;2;1;0;0;0;0;3;1;1;0
QPX3262;01177690656;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38144;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB114122;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
HEG6560;00348080425;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69864;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T524BE400122;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;0;110;0;0;0;110;42;17000;210;0;60;65;100;822;80;120;0;2;1;0;0;0;0;0;0;1;0
GXA4879;00746504535;Baixado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;07115;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384073YB239208;2000;Mbb of1721 euro v;Marcopolo torino u;2001;211;Dianteiro;Manual;Molas;;90;;0;;90;42;16000;300;;65;65;180;680;80;100;0;2;0;0;0;0;0;0;0;1;0
HBZ5823;00252458133;Aprovado;RIT: 3 - Célula: 5 - TURILESSA LTDA;METROPOLITANO DE TRANSPORTES;5;25E09;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9bm384078ab725760;2010;Mbb of1722m;Induscar apache u;2010;218;Central;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HGJ1643;00251813037;Aprovado;RIT: 5 - Célula: 4 - S&M TRANSPORTES S/A (TURILESSA);LINHA VERDE;4;50089;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB730699;2010;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;90;60;200;770;80;130;0;3;1;0;0;0;0;4;1;1;0
QPQ7206;01172535490;Aprovado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39116;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067KB102828;2018;Mbb of1519 euro v;Neobus mega u;2019;185;Dianteiro;Manual;Molas;0;100;0;0;0;100;39;15000;300;0;60;65;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
GXM0841;00975803069;Baixado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30624;Vermelho;Pesado;Metropolitano;Medio;;Comercial;9BM3840678B595263;2008;Mbb of1418;Neobus spectrum city;2008;177;Dianteiro;Manual;Molas;0;80;0;0;0;110;34;14000;300;0;70;60;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
HEV4396;00352784660;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69866;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T525BE400095;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;0;110;0;0;0;110;41;17000;210;0;60;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
QPX3286;01177697782;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38149;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB114180;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
HFK5745;00358472326;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69867;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T522BE400099;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;0;95;0;100;0;100;42;17000;210;0;60;60;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
GXA4873;00746501447;Baixado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;07116;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384073YB239468;2000;Mbb of1721 euro v;Marcopolo torino u;2001;211;Dianteiro;Manual;Molas;;90;;0;;90;42;17000;300;;65;65;180;680;80;100;0;2;0;0;0;0;0;0;0;1;0
QPW7129;01176734285;Aprovado;RIT: 4 - Célula: 1 - TERRITORIAL TRANSPORTES E EMPREENDIMENTOS LTDA;ESTRADA REAL;1;30613;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB102677;2018;Mbb of1519 euro v;Marcopolo torino u;2018;185;Dianteiro;Manual;Molas;0;80;0;0;0;104;41;15000;300;0;85;65;100;521;80;120;0;2;1;0;0;0;0;4;1;1;0
HFK5746;00358490944;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69868;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T527BE400096;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;0;100;0;0;0;100;42;17000;210;;60;65;100;822;80;120;0;2;1;0;0;0;0;3;1;1;0
OLE8531;00531905071;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97004;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9532G82W7DR319493;2013;Volkswagen 17.240eot;Comil svelto u;2013;225;Dianteiro;Manual;Molas;0;110;0;110;0;110;42;17000;300;0;100;65;90;940;80;120;0;3;1;0;0;0;0;4;1;1;0
QQC1670;01181081480;Aprovado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39117;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384065KB120155;2018;Mbb of1724l euro v;Marcopolo torino u;2019;238;Dianteiro;Manual;AR;0;110;0;110;0;110;39;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HGJ1641;00251814300;Aprovado;RIT: 1 - Célula: 2 - TURILESSA LTDA;VIA AMAZONAS;2;25E14;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB730958;2010;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
QQC1668;01181081790;Aprovado;RIT: 4 - Célula: 3 - VIAÇÃO BRASÍLIA LTDA;ESTRADA REAL;3;39118;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384065KB120315;2018;Mbb of1724l euro v;Marcopolo torino u;2019;238;Dianteiro;Manual;AR;0;110;0;110;0;110;39;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
HFV1559;00360231683;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69869;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T529BE400097;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;;95;;0;;100;42;17000;210;;60;60;145;695;80;120;0;2;1;0;0;0;0;0;0;1;0
QQH5089;01183830626;Aprovado;RIT: 4 - Célula: 5 - VIANEL TRANSPORTES LTDA;ESTRADA REAL;5;02071;Vermelho;Medio;Metropolitano;Midi;;Convencional;9BM384067LB129499;2019;Mbb of1519 euro v;Neobus mega u;2020;185;Dianteiro;Manual;Molas;000;80;000;120;000;000;41;15000;300;35;94;70;85;713;80;120;0;2;1;0;0;0;0;0;1;1;0
GVQ6909;00943043697;Baixado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;07117;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWR882W38R807058;2007;Volkswagen 17.230eod;Mascarello granmidi;2008;225;Dianteiro;Manual;Molas;;100;;0;;100;34;17000;300;;90;60;100;710;80;100;0;2;0;0;0;0;0;4;1;1;0
HGJ1642;00251813754;Baixado;RIT: 5 - Célula: 4 - S&M TRANSPORTES S/A (TURILESSA);LINHA VERDE;4;50092;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB730717;2010;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;;110;;110;;110;38;17000;300;;65;65;130;720;80;130;0;3;1;0;0;0;0;0;0;1;0
QQH5104;01184231203;Aprovado;RIT: 4 - Célula: 5 - VIANEL TRANSPORTES LTDA;ESTRADA REAL;5;02072;Vermelho;Medio;Metropolitano;Midi;;Comercial;9BM384067LB129520;2019;Mbb of1519 euro v;Neobus mega u;2020;185;Dianteiro;Manual;Molas;000;80;000;120;000;000;41;15000;300;35;70;60;85;521;80;120;0;2;1;0;0;0;0;3;1;1;0
HFV1568;00359538185;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69870;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BVT5T520BE400098;2011;Volvo b270f euro v;Mascarello granmidi;2011;260;Dianteiro;Manual;Molas;0;110;0;0;0;110;42;17000;210;;60;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
OLE3212;00531671801;Aprovado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97005;Vermelho;Pesado;Metropolitano;Padron;;Comercial;8532G82W8DR319373;2013;Volkswagen 17.240eot;Comil svelto u;2013;225;Dianteiro;Manual;Molas;46;83;98;98;98;98;42;17000;300;0;100;65;90;940;63;120;3;3;1;0;0;0;0;0;1;1;0
PXE9654;01074537715;Baixado;RIT: 3 - Célula: 2 - TRANSPORTE COLETIVO JUATUBA LTDA;METROPOLITANO DE TRANSPORTES;2;85116;Vermelho;Pequeno;Metropolitano;Mini;;Comercial;93PB40N31FC056171;2015;Volare w8;Marcopolo senior midi;2015;165;Dianteiro;Manual;Molas;0;107;0;0;0;74;21;9200;120;0;91;91;168;440;84;117;0;2;1;0;0;0;0;4;1;1;0
NYG0957;00468718974;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69871;Verde;Pesado;Metropolitano;Padron;;Comercial executivo;9BVT5T524CE400655;2011;Volvo b270f;Marcopolo torino u;2012;260;Dianteiro;Manual;Molas;0;100;0;0;0;100;43;17000;300;0;60;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
PXE9662;01074541178;Baixado;RIT: 3 - Célula: 2 - TRANSPORTE COLETIVO JUATUBA LTDA;METROPOLITANO DE TRANSPORTES;2;85118;Vermelho;Microonibus;Metropolitano;Mini;;Comercial;93PB40N31FC056170;2015;Volare w8;Marcopolo senior midi;2015;165;Dianteiro;Manual;Molas;0;107;0;0;0;74;21;9200;120;0;91;91;168;440;87;117;0;2;1;0;0;0;0;4;1;1;0
GVQ0950;00808322249;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69856;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BVR6B5103E357439;2003;Volvo b7r 4x2;Marcopolo torino u;2003;260;Traseiro;Manual;AR;;110;;0;;110;43;16000;300;;60;65;210;655;80;100;0;2;0;0;0;0;0;0;0;1;0
LQW4690;00565301446;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69141;Verde;Pesado;Metropolitano;Padron;;Comercial executivo;9532G82W5DR344098;2013;Volkswagen 17.230eod;Induscar apache u;2013;225;Dianteiro;Manual;Molas;0;65;0;110;0;0;44;17000;230;0;80;62;100;822;80;120;0;2;1;0;1;0;0;4;1;1;0
GVQ0951;00808320688;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69857;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BVR6B5193E357441;2003;Volvo b7r 4x2;Marcopolo torino u;2003;260;Traseiro;Manual;AR;;110;;0;;110;43;16000;300;;60;65;210;655;80;100;0;2;0;0;0;0;0;0;0;1;0
LLX3390;00565300555;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69140;Verde;Pesado;Metropolitano;Padron;;Comercial executivo;9532G82W4DR344397;2013;Volkswagen 17.230eod;Induscar apache u;2013;225;Dianteiro;Manual;Molas;0;73;0;0;0;110;44;17000;230;0;76;62;90;864;79;121;0;2;1;0;1;0;0;3;1;1;0
HGJ1640;00251650952;Bloqueado;RIT: 5 - Célula: 6 - TURILESSA LTDA;LINHA VERDE;6;25952;Azul;Pesado;Metropolitano;Padron;;Comercial;9BM384078AB730940;2010;Mbb of1722m;Induscar apache u;2010;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;38;17000;300;0;60;65;100;822;80;120;0;3;1;0;0;0;0;4;1;1;0
KWB9524;00565302256;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69143;Verde;Pesado;Metropolitano;Padron;;Comercial executivo;9532G82W2DR344091;2013;Volkswagen 17.230eod;Induscar apache u;2013;225;Dianteiro;Manual;Molas;0;73;0;110;0;0;44;17000;230;0;76;62;90;864;79;124;0;2;1;0;1;0;0;3;1;1;0
GVQ0952;00808322761;Baixado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69858;Laranja;Pesado;Metropolitano;Padron;;Comercial;9BVR6B5173E357440;2003;Volvo b7r 4x2;Marcopolo torino u;2003;260;Traseiro;Manual;AR;;110;;0;;110;43;16000;300;;60;65;210;655;80;100;0;2;0;0;0;0;0;0;0;1;0
HEL7D41;00461039249;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69145;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB845694;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;37;17000;220;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
NYG1519;00468717714;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69873;Verde;Pesado;Metropolitano;Padron;;Comercial executivo;9BVT5T529CE400652;2011;Volvo b270f;Marcopolo torino u;2012;260;Dianteiro;Manual;Molas;0;100;0;0;0;100;43;17000;300;0;60;65;100;822;80;120;0;2;1;0;1;0;0;4;1;1;0
HLQ9134;00333297601;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69147;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078BB782610;2011;Mbb of1722m;Induscar apache u;2011;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;37;17000;220;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
GXM4154;00794577440;Baixado;RIT: 5 - Célula: 4 - S&M TRANSPORTES S/A (TURILESSA);LINHA VERDE;4;50096;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM3840732B313980;2002;Mbb of1721 euro v;Induscar apache u;2002;211;Dianteiro;Manual;Molas;;110;;0;;110;42;17000;150;;110;60;110;680;60;80;0;2;0;0;0;0;0;0;0;1;0
HOE9G73;00461030683;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69148;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB845692;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;37;17000;220;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HOK9048;00469759321;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69874;Verde;Pesado;Metropolitano;Padron;;Comercial executivo;9BVT5T527CE400651;2011;Volvo b270f;Marcopolo torino u;2012;260;Dianteiro;Manual;Molas;0;110;0;0;0;110;43;17000;300;0;60;65;100;822;80;120;0;2;1;0;0;0;0;4;1;1;0
HOE9G88;00460119524;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69149;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB845708;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;37;17000;220;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HOK9046;00469758627;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69875;Verde;Pesado;Metropolitano;Padron;;Comercial executivo;9BVT5T522CE400654;2011;Volvo b270f;Marcopolo torino u;2012;260;Dianteiro;Manual;Molas;0;110;0;0;0;110;43;17000;300;;60;65;100;822;80;120;0;2;1;0;1;0;0;4;1;1;0
HOE9G93;00460127195;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69150;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB845746;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;37;17000;220;0;60;65;80;822;80;120;0;3;1;0;0;0;0;3;1;1;0
GZG8688;00806658541;Baixado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;07120;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRF82WX3R308093;2003;Volkswagen 17.210od;Marcopolo torino u;2003;206;Dianteiro;Manual;Molas;;70;;0;;100;43;17000;150;;90;65;120;830;80;120;0;2;0;0;0;0;0;3;0;1;0
HOE9G94;00460118641;Aprovado;RIT: 3 - Célula: 6 - VIAÇÃO SANTA EDWIGES LTDA;METROPOLITANO DE TRANSPORTES;6;69151;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BM384078CB845801;2011;Mbb of1722m;Induscar apache u;2012;218;Dianteiro;Manual;Molas;0;110;0;110;0;110;37;17000;220;0;60;65;100;822;80;120;0;3;1;0;0;0;0;3;1;1;0
HBN9756;00979097002;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38001;Laranja;Leve;Metropolitano;Midi;;Comercial;9BM3840678B598869;2008;Mbb of1418;Induscar apache u;2008;177;Dianteiro;Manual;Molas;;90;;0;;110;32;14000;300;;95;60;50;580;80;125;0;2;0;0;0;0;0;4;1;1;0
QPX3283;01177704274;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38146;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB114164;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;76;125;0;2;1;0;0;0;0;3;1;1;0
HJZ5015;00180455826;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38005;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM384067AB676933;2009;Mbb of1418;Induscar apache u;2010;177;Dianteiro;Manual;Molas;;88;;0;;110;38;14000;300;;100;65;180;650;80;125;0;2;1;0;0;0;0;0;0;1;0
HIJ3387;00967127114;Baixado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;07121;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9BWRL82W98R834215;2008;Volkswagen 17.230eod;Marcopolo torino u;2008;225;Dianteiro;Manual;Molas;;100;;0;;100;38;16000;300;;100;60;125;700;80;120;0;2;1;0;0;0;0;0;0;1;0
QPX3300;01177700694;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38147;Vermelho;Medio;Metropolitano;Medio;;Convencional;9BM384067KB114422;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;100;55;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
OLE9413;00531672840;Bloqueado;RIT: 2 - Célula: 4 - VIAÇÃO BELO MONTE TRANSPORTES COLETIVOS SA;UNIMINAS;4;97002;Vermelho;Pesado;Metropolitano;Padron;;Comercial;9532G82W8DR319423;2013;Volkswagen 17.240eot;Comil svelto u;2013;225;Dianteiro;Manual;Molas;55;55;0;55;55;55;34;16000;300;0;85;65;100;822;80;120;2;3;1;0;0;0;0;4;1;1;0
HJZ5014;00180455079;Baixado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38006;Vermelho;Leve;Metropolitano;Midi;;Comercial;9BM384067AB676874;2009;Mbb of1418;Induscar apache u;2010;177;Dianteiro;Manual;Molas;;90;;0;;130;38;14000;300;;100;65;140;630;80;130;0;2;1;0;0;0;0;0;0;1;0
QPX3290;01177702565;Aprovado;RIT: 3 - Célula: 7 - VIAÇÃO SIDON LTDA;METROPOLITANO DE TRANSPORTES;7;38148;Vermelho;Medio;Metropolitano;Medio;;Comercial;9BM384067KB114428;2018;Mbb of1519 euro v;Induscar apache u;2019;185;Dianteiro;Manual;Molas;0;80;0;110;0;0;39;15000;300;0;60;65;100;521;80;120;0;2;1;0;0;0;0;3;1;1;0
